day,word,definition,difficulty,korean
10,subconscious,[n] the part of the mind that you are not aware of but that affects behavior; [adj] existing in the mind without being aware of it,2,"잠재의식(적인), 어렴풋이 의식하는"
10,subtitle,"[n] a second title of a book, given below the main title; [n] words at the bottom of a film screen that translate what is said",2,부제; 자막
10,transplant,[v] to move an organ or tissue from one body to another in a medical operation; [v] to move a plant and plant it in another place,2,이식하다; (식물을) 옮겨 심다
10,telecommute,[v] to work at home and communicate with the office by computer or phone,2,(통신 시설을 이용하여) 재택 근무하다
10,adjust,[v] to change something slightly to make it fit or work better; [v] to get used to a new situation,2,"조정하다, 맞추다; 적응하다, 순응하다"
10,accompany,[v] to go somewhere with someone; [v] to play music while someone sings or plays the main part,2,"동반하다, 동행하다; 반주하다"
10,accumulate,[v] to gradually get more and more of something over a period of time; to collect,2,"축적하다, 모으다"
10,allocate,[v] to give something to someone or officially decide to use it for a particular purpose,2,"배분하다, 할당하다"
10,affirm,[v] to state firmly and publicly that something is true,2,"단언하다, 주장하다"
10,prolong,[v] to make something last longer,2,"연장하다, 늘리다"
11,preview,[n] a showing of a film or play before it opens to the public; [n] a short part of a film shown to advertise it,2,"시사회; 예고편; (시사, 시연 따위를) 보이다"
11,prehistoric,[adj] relating to the time before history was written down,2,선사 시대의; 역사 기록 이전의
11,premature,[adj] happening or done too early or before the proper time,2,"시기상조의, 너무 이른"
11,precaution,[n] something done in advance to prevent something bad or dangerous from happening,2,"예방(책); 경계, 조심"
11,predominant,[adj] having more power or influence than others; [adj] more noticeable or common than others,2,"우세한, 지배적인; 두드러진"
11,predetermine,[v] to decide or fix something in advance,2,"미리 결정하다, 예정하다"
11,foretell,[v] to say what will happen in the future; to predict,2,"예언하다, 예고하다"
11,foremost,[adj] the most famous or important; leading,2,"가장 유명한, 으뜸가는"
11,foresee,[v] to know or expect that something will happen before it does,2,"예견하다, 예지하다"
11,forefather,[n] a person in your family who lived a long time ago; an ancestor,2,"선조, 조상"
11,forecast,"[n] a statement about what is expected to happen, especially about the weather; [v] to say what is likely to happen",2,"예보(하다), 예측(하다)"
11,foreshadow,[v] to be a sign of something that will happen in the future,2,"조짐을 나타내다, 전조가 되다"
11,overtake,[v] to go past a vehicle or person moving in the same direction; [v] to become greater or more successful than others,2,"추월하다; 능가하다; 엄습하다, 갑자기 덮치다"
11,overdue,"[adj] not paid, done or returned by the expected time; late",2,"지불 기한이 지난, 연체의"
11,overhear,"[v] to hear what other people are saying by chance, when they do not know you are listening",2,(남의 대화 등을) 우연히 듣다; 엿듣다
11,overestimate,"[v] to think that something is bigger, better or more important than it really is",2,과대평가(하다)
11,overwork,[v] to work too hard or make someone work too hard; [n] too much work,2,"과로(하다), 과로시키다"
11,overflow,[v] to be so full that the contents spill over the edges; [n] a flow of liquid over the edge of something,2,범람(하다); 넘치다
11,overpopulation,[n] the situation of having too many people living in a particular area,2,인구 과잉
11,overhead,[adv] above your head; in the sky; [adj] located above your head,2,"머리 위로, 머리 위에; 머리 위의"
11,overview,[n] a general description of a situation without details,2,"개요, 개관"
11,oversee,[v] to watch and direct work or workers to make sure it is done correctly; to supervise,2,"감독하다, 감시하다"
11,surpass,[v] to be better or greater than someone or something else,2,"능가하다, 뛰어넘다"
11,surmount,[v] to deal successfully with a difficulty or problem; to overcome,2,"극복하다, 이겨내다"
11,reaction,"[n] what you do, say or feel because of something that has happened; [n] an action or feeling against something; opposition",2,"반응; 반발, 반작용"
11,reform,[n] a change made to improve a system or organization; [v] to improve a system by making changes to it,2,"개혁(하다), 개선(하다)"
11,reproduce,[v] to make a copy of something or make it happen again; [v] (of animals or plants) to produce young,2,재생[재현]하다; 복제하다; 번식하다
11,renew,[v] to make an official document or agreement valid for a further period; [v] to begin doing something again,2,"갱신하다, 기한을 연장하다; 재개하다"
11,recite,[v] to say a poem or piece of writing aloud from memory,2,"(시 등을) 암송하다, 낭독하다"
11,remodel,[v] to change the structure or shape of a building or room,2,"(건물 등을) 개조하다, 리모델링하다"
11,rebuild,[v] to build something again after it has been damaged or destroyed,2,"(건물 등을) 재건하다, 다시 세우다"
11,recreate,[v] to make something that existed before exist or seem to exist again; [v] to refresh the body or mind through play or rest,2,"재현하다, 되살리다; 기운을 회복시키다"
11,reunite,[v] to bring people together again after a period of separation; to meet again,2,재결합하다; 재회하다
11,recollect,[v] to remember something from the past,2,"회상하다, 생각해내다"
11,reunion,[n] a meeting of people who have not seen each other for a long time; [n] a social event for former classmates or colleagues,2,"재회; 재결합; 동창회, (오랜만의) 모임"
12,compassion,[n] a strong feeling of sympathy for people who are suffering and a wish to help them,2,"동정(심), 연민"
12,compromise,[n] an agreement in which each side gives up something it wanted; [v] to reach an agreement by each side giving up something,2,"타협(하다), 절충(하다)"
12,consequence,"[n] a result or effect of an action, often a bad one; [n] importance",2,"결과; 중요성, 중대함"
12,contemporary,[adj] living or happening at the same time; [adj] belonging to the present time; modern,2,"같은 시대의 (사람); 현대의, 당대의"
12,confront,[v] to face a difficult problem or situation and deal with it; [v] to face someone in a threatening way,2,"(문제에) 직면하다, 맞서다"
12,conform,[v] to behave according to the usual standards or rules of a group; [v] to agree with or match something,2,"(관습, 규칙 등에) 순응하다, 따르다; 일치하다"
12,correspond,[v] to match or be the same as something; [v] to be similar to something; [v] to write letters to someone,2,일치하다; 상응하다; 편지[소식]를 주고 받다
12,correlation,[n] a connection or relationship between two or more facts or things,2,"상관관계, 연관성"
12,coexist,[v] to exist together at the same time or in the same place,2,"(같은 장소에) 공존하다, 동시에 존재하다"
12,endanger,[v] to put someone or something in a situation where they could be harmed or lost,2,"위험에 빠뜨리다, 위태롭게 하다"
12,enrich,[v] to make someone richer; [v] to improve the quality or value of something,2,"부유하게 하다; (질, 가치, 맛 등을) 높이다; 풍요롭게 하다"
12,enlarge,[v] to make something bigger,2,"확대하다, 확장하다"
12,enlighten,[v] to give someone information so that they understand something better; [v] to free people from ignorance,2,"(설명하여) 이해시키다, 깨우치다; 계몽하다"
12,enroll,"[v] to put your name on the official list of a course, school or organization; [v] to officially accept someone as a member of a school or group",2,등록하다; 입학[입회]시키다
12,encode,[v] to change information into a code,2,"부호화하다, 암호로 바꾸다"
12,envision,[v] to imagine something that you hope will happen in the future,2,"(바라는 일을) 마음속에 그리다, 상상하다"
12,entrust,[v] to give someone the responsibility of doing or taking care of something,2,"위임하다, 맡기다"
12,entitle,"[v] to give a title to a book, film, etc.; [v] to give someone the right to have or do something",2,제목을 붙이다; 자격[권리]를 주다
12,enforce,[v] to make sure that people obey a law or rule; [v] to force something to happen or be accepted,2,"(법을) 집행하다, 시행하다; 강요하다"
12,encompass,[v] to include many different things; [v] to surround or cover something completely,2,"포함하다, 아우르다; 둘러싸다, 에워싸다"
12,empower,[v] to give someone the official authority or freedom to do something; [v] to make someone stronger and more confident,2,(~할) 권한[자격]을 주다; 할 수 있도록 하다
12,multitask,[v] to do several things at the same time,2,"다중 작업을 하다, 동시에 여러 가지 일을 하다"
12,multicultural,"[adj] including people of many different races, religions and cultures",2,"다문화의, 여러 문화가 공존하는"
13,individualize,[v] to change something to suit the needs of a particular person,2,"개개인의 요구에 맞추다, 개별화하다"
13,differentiate,[v] to recognize or show the difference between things; to distinguish,2,"구별하다, 구분 짓다"
13,defenseless,[adj] weak and unable to protect oneself; [adj] unable to be defended,2,무방비의; 방어할 수 없는
13,tasteless,[adj] having no flavor; [adj] dull and not interesting,2,아무런 맛이 없는; 무미건조한
13,injurious,[adj] causing or likely to cause damage or harm,2,"손상을 주는, 해로운"
13,fictional,[adj] invented and not real; [adj] relating to novels and stories,2,허구적인; 소설의
13,childish,"[adj] typical of a child; [adj] (of an adult) behaving in a silly, immature way",2,어린애 같은; 유치한
13,collaborative,[adj] involving two or more people working together for a special purpose,2,"공동의, 협력하는"
13,timely,[adj] happening at exactly the right moment,2,"시기 적절한, 때맞춘"
13,troublesome,[adj] causing difficulty or annoyance,2,"골치 아픈 ,성가신"
13,worrisome,[adj] making you feel anxious or concerned,2,"걱정스럽게 만드는, 걱정스러운"
13,observer,[n] a person who watches or notices something; [n] a person who attends a meeting to listen but not take part,2,"관찰자, 감시자; (회의 등의) 참관인"
13,migrant,"[n] a person who moves from one place to another, especially to find work; [n] a bird or animal that moves to another area according to the season",2,이주자; 철새; (계절에 따라) 이동하는 동물
13,revolutionary,[n] a person who takes part in or supports a revolution; [adj] involving a great or complete change,2,"혁명가; 혁명의, 혁명적인"
13,attendee,[n] a person who is present at a meeting or event,2,"참석자, 출석자"
13,estimation,"[n] a judgment or opinion about someone or something; [n] a rough calculation of the size, value or cost of something",2,"판단, 평가; 추산"
13,domination,[n] control or power over other people or things; [n] the state of being more important or powerful than others,2,"지배, 통치; 우세"
13,approximation,[n] a number or amount that is nearly correct but not exact; [n] something that is similar to something else but not exactly the same,2,근사(치); 비슷한[가까운] 것
13,dependence,[n] the state of needing the help and support of someone or something in order to survive or succeed,2,"의존(성), 의지"
13,artistry,"[n] great creative skill, like that of a painter or musician",2,예술적 기교; 예술성
13,immediacy,[n] the quality of happening quickly or needing quick action; [n] the quality of being direct and making you feel involved,2,"신속성, 긴급성; 직접성"
13,presidency,"[n] the job of being the elected head of a country or organization, or the period of holding it",2,대통령 임기[직]; 회장 임기[직]
13,companionship,"[n] a friendly relationship with someone, or the pleasant feeling of being with a friend",2,"동료[동지]애, 우정"
13,egocentrism,[n] the attitude of thinking only about yourself and not what others need or feel,2,자기중심(성)
14,demoralize,"[v] to make someone lose confidence, hope or enthusiasm",2,"사기를 꺾다, 의기소침하게 만들다"
14,debase,"[v] to reduce the value, quality or dignity of something",2,"(가치, 품위를) 떨어뜨리다, 저하시키다"
14,disregard,[v] to pay no attention to something; to ignore; [n] a lack of attention or respect,2,"무시(하다), 경시(하다); 소홀히 하다"
14,enact,[v] to pass a law officially,2,"(법을) 제정하다, 규정하다"
14,incurable,[adj] (of a disease) that cannot be cured,2,"불치의, 치유할 수 없는"
14,indivisible,[adj] that cannot be divided or separated into parts,2,"나눌 수 없는, 분리될 수 없는"
14,invariable,[adj] never changing; always the same,2,"변함없는, 변치 않는"
14,outdo,[v] to do better than someone else,2,"능가하다, ~보다 뛰어나다"
14,outset,[n] the start or beginning of something,2,"시작, 착수"
14,overbearing,[adj] always trying to control other people without considering their feelings,2,"강압적인, 남을 지배하려 드는"
14,override,[v] to use your authority to reject or ignore someone's decision or order; [v] to stop an automatic process and control it by hand,2,"(결정, 명령 등을) 무시하다; (작동 등을) 중단시키다"
14,overthrow,[v] to remove a leader or government from power by force; [n] the act of removing a government from power by force,2,"(정부, 제도 등을) 뒤엎다, 전복시키다; 전복, 타도"
14,understate,"[v] to describe something as smaller, less serious or less important than it really is",2,"(실제보다) 축소해서 말하다, 낮추어 말하다"
14,undo,[v] to cancel the effect of something so things are as they were before; [v] to open or untie something that is fastened,2,"원상태로 돌리다; (잠기거나 묶인 것을) 풀다, 열다"
15,degrade,[v] to make something worse in quality or condition; [v] to treat someone without respect,2,"(질, 가치 등을) 저하시키다; 비하하다"
15,aggressive,[adj] angry and behaving in a threatening way; ready to attack; [adj] acting with great energy and determination to succeed,2,공격적인; (대단히) 적극적인
15,regress,[v] to return to an earlier and worse condition or way of behaving,2,"퇴보하다, 퇴행하다"
15,congress,[n] a large formal meeting of representatives; [n] the group of people elected to make laws in the US,2,"(대표자, 위원) 회의, 회합; (미국의) 의회, 국회"
15,precede,[v] to happen or exist before something else,2,"선행하다, (~보다) 먼저 일어나다"
15,recede,[v] to move gradually back or away from a place; [v] to become weaker or less,2,(서서히) 물러나다; 멀어지다; 약해지다
15,proceed,[v] to move or travel in a particular direction; [v] to continue doing something that has already been started,2,"(특정 방향으로) 가다, 향하다; 계속되다, 진행하다"
15,process,[n] a series of actions or steps done to achieve a result; [v] to deal with information or documents officially; [v] to treat raw material to change it,2,"과정, 절차; 처리하다; 가공하다"
15,predecessor,[n] a person who had a job or position before someone else; [n] a thing that came before another,2,전임자; 이전의 것
15,deceased,[adj] recently dead; no longer living,2,"(최근에) 사망한, 고인(故人)이 된"
15,evade,"[v] to avoid something or someone, especially in a dishonest way",2,"피하다, 모면하다"
15,convention,[n] a large formal meeting of people with a shared interest; [n] a traditional way of behaving; [n] a formal agreement between countries,2,"회의; 집회; (국가, 지도자 간의) 조약; 관습"
15,advent,"[n] the arrival or beginning of an important event, invention or person",2,"(중요한 사건, 인물의) 출현, 도래"
15,intervene,[v] to become involved in a situation in order to change it or stop an argument; [v] to come between things,2,"끼어들다, 가로막다; 중재하다; 개입하다"
15,emit,"[v] to send out light, heat, gas, sound or a smell",2,"(빛, 가스, 냄새 등을) 발산하다, 내뿜다"
15,submit,[v] to give a document or proposal to someone in authority for them to consider; [v] to accept someone's control or authority,2,"(서류 등을) 제출하다; 복종하다, 굴복하다"
15,omit,"[v] to leave something or someone out, deliberately or by mistake",2,빠뜨리다; 생략하다
15,transmit,"[v] to send an electronic signal, message or information; [v] to pass a disease from one person to another",2,전송하다; (병을) 전염시키다; (지식 등을) 전하다
15,intermission,"[n] a short break between two parts of a play, concert or film; [n] a period during which something stops",2,"(연극, 연주회 등의) 중간 휴식 시간; 중지"
15,dismiss,[v] to remove someone from their job; [v] to officially send people away; [v] to refuse to consider an idea seriously,2,해고하다; (집회 등을) 해산시키다; 묵살하다
15,infer,[v] to reach an opinion or conclusion from the information that you have,2,"추론하다, 추측하다"
15,confer,"[v] to discuss something with other people before making a decision; [v] to give someone an award, degree or right",2,"협의하다, 상의하다; 수여하다, 주다"
15,recur,"[v] to happen again, especially many times",2,"재발하다, 다시 발생하다"
16,aspect,"[n] a particular part or feature of a situation, idea or problem",2,"(측)면, 양상"
16,prospect,[n] the possibility or likelihood that something will happen; [n] a wide view of an area of land,2,"전망, 경치; 가망[가능성]; 예상; (성공할) 전망"
16,inspect,[v] to look at something closely to check that everything is correct,2,"점검하다, 검사하다"
16,suspicious,[adj] making you feel that something is wrong or illegal; [adj] feeling that someone may be guilty or dishonest,2,"의심스러운, 수상쩍은; 의심스러워하는"
16,speculate,[v] to form ideas or guesses about something without having all the facts,2,깊이 생각하다; 추측[짐작]하다
16,spectator,"[n] a person who watches an event, especially a sports game",2,(특히 스포츠 행사의) 관중
16,supervise,[v] to be in charge of people or an activity and make sure things are done correctly,2,"감독하다, 관리하다"
16,revise,[v] to change something to make it better or more accurate; [v] to change a law or official text,2,"변경하다, 수정하다; 개정하다"
16,improvise,"[v] to do or make something without planning or preparation, using whatever is available",2,"즉흥적으로 하다, 즉석에서 만들다"
16,visual,[adj] relating to seeing or sight,2,"시각의, (눈으로) 보는; 눈에 보이는"
16,provision,[n] the act of supplying something that is needed; [n] preparations for something that may happen in the future,2,"제공, 공급; 준비, 대비; 식량; 규정, 조항"
16,auditory,[adj] relating to hearing,2,"청각의, 귀의"
16,audible,[adj] loud enough to be heard,2,"잘 들리는, 들을 수 있는"
16,describe,[v] to say or write what someone or something is like,2,"묘사하다, 서술하다"
16,subscribe,[v] to pay money regularly to receive a magazine or newspaper; [v] to pay to use a service,2,구독하다; (유료 채널 등에) 가입하다
16,inscribe,[v] to write or cut words or letters onto something,2,"(이름 등을) 새기다, 쓰다"
16,transcribe,[v] to write down spoken words or thoughts; [v] to change something into a different written form,2,"(생각, 말을 글로) 기록하다; (다른 형태로) 바꿔 쓰다"
16,autograph,[n] a famous person's signature written for a fan; [v] (of a famous person) to write their name on something,2,(유명인의) 사인; (유명인이) 사인을 해주다
16,diagram,[n] a simple drawing made of lines that explains how something works or shows its structure,2,(주로 선으로 구성된) 도해; 도식; 도표
16,multiply,[v] to add a number to itself a particular number of times; [v] to increase greatly in number or amount,2,곱하다; 크게 증가하다; 번식하다
16,complicate,[v] to make something more difficult to deal with or understand,2,"복잡하게 만들다, 복잡하게 되다"
16,implicit,[adj] suggested or understood without being directly stated,2,"암시된, 내포된"
16,explicit,"[adj] stated clearly and directly, leaving no doubt",2,"명백한, 뚜렷한"
16,contradict,[v] to say that what someone has said is wrong; [v] to be so different that both cannot be true,2,"반박하다, 부정하다; 모순되다"
16,dictate,[v] to say words aloud for someone else to write down; [v] to tell someone exactly what they must do; to order,2,"받아쓰게 하다; 명령(하다), 지시(하다); 좌우하다"
17,artifact,"[n] an object made by humans, especially one of historical or cultural interest",2,"(역사적 의의가 있는) 인공물, 유물"
17,magnificent,"[adj] extremely beautiful, impressive or grand",2,"훌륭한, 장엄한"
17,counterfeit,[adj] made to look exactly like something valuable in order to deceive; fake; [v] to make an illegal copy of money or goods,2,"위조의, 가짜의; 위조하다, 모조하다"
17,defect,[n] a fault or weakness in something or someone; [v] to leave your own country or group and go to an opposing one,2,"결점, 결함; 장애; 망명하다"
17,proficient,[adj] able to do something well because of training and practice; skilled,2,"능숙한, 숙달된"
17,sacrifice,[v] to give up something valuable for the sake of something more important; [n] an offering to a god,2,"희생(하다), 포기하다; 제물(을 바치다)"
17,manipulate,[v] to control or influence someone or something cleverly and often unfairly; [v] to handle or control something skillfully,2,"조작하다, 잘 다루다"
17,manual,[adj] done or operated by hand; [adj] using physical strength; [n] a book giving instructions on how to use something,2,"손으로 하는, 수동의; 육체를 쓰는; 설명서"
17,manuscript,[n] the original copy of a book or piece of music before it is printed; [n] a document written by hand,2,"(책, 악보 등의) 원고; 손으로 쓴 것"
17,convert,[v] to change something into a different form or use; [v] to change your religion or beliefs,2,"(형태 등을) 전환하다, 개조하다; 개종하다"
17,extrovert,[n] a lively and confident person who enjoys being with other people,2,외향적인 사람
17,invert,[v] to turn something upside down or put it in the opposite order,2,"(아래위를) 뒤집다, (순서를) 도치시키다"
17,diverse,[adj] including many different types of people or things; varied,2,"다양한, 가지각색의"
17,reverse,[v] to change something to its opposite; [n] the back side of something; [adj] opposite to what is usual or expected,2,"(정반대로) 뒤바꾸다, 반전시키다; 뒷면; 반대(의)"
17,version,[n] a form of something that is slightly different from other forms of it; [n] a description of an event from one person's point of view,2,"(어떤 것의) -판(版), 형태; (개인의) 설명, 견해"
17,adverse,[adj] opposing or acting against something; [adj] harmful or unfavorable,2,"반대하는, 거스르는; 불리한"
17,converse,[n] the opposite of something; [adj] opposite; [v] to talk with someone in an informal way,2,"정반대(의); 거꾸로 말하기; 대화하다, 담화하다"
17,confine,[v] to keep something within limits; [v] to keep someone in a closed space and not let them leave,2,"제한하다, 국한시키다; 가두다, 감금하다"
17,definite,[adj] clear and certain; not likely to change; [adj] (of a person) sure about something,2,"명확한, 확실한; 확신하는"
17,infinite,"[adj] without limits in space, time or amount; endless",2,"무한한, 한계가 없는"
17,receptive,[adj] willing to listen to and accept new ideas or suggestions,2,"수용적인 , 잘 받아들이는"
17,conceive,[v] to form an idea or plan in your mind; to imagine; [v] to become pregnant,2,"상상하다, (생각 등을) 마음에 품다; 임신하다"
17,deceive,[v] to make someone believe something that is not true,2,"기만하다, 속이다"
17,receipt,[n] a piece of paper that shows that goods or services have been paid for; [n] the act of getting something that was sent,2,"영수증; 수령, 받기"
17,conceit,[n] too much pride in yourself and your abilities,2,"자만심, 자부심"
17,anticipate,[v] to expect that something will happen; [v] to look forward to something with pleasure,2,"예상하다; 기대하다, 고대하다"
17,maintain,[v] to keep a building or machine in good condition; [v] to make something continue at the same level; [v] to state strongly that something is true,2,"(건물, 기계 등을) 유지하다; (관계 등을) 지속하다; 주장하다"
17,abstain,"[v] to choose not to do something you enjoy, especially eating or drinking; to refrain",2,"삼가다, 절제하다"
17,conserve,[v] to protect something from harm or destruction; [v] to use something carefully so that it lasts longer,2,"보존[유지]하다, 보호하다; (자원 등을) 아껴 쓰다"
18,biology,[n] the scientific study of living things; [n] the life processes of a living thing,2,생물학; 생명 작용[활동]
18,antibiotic,[n] a medicine that kills bacteria and cures infections,2,"항생제, 항생물질"
18,biofuel,[n] fuel made from plant or animal material,2,"(자연에서 얻는) 바이오 연료, 생물 연료"
18,bioethics,[n] the study of moral questions raised by developments in biology and medicine,2,생명 윤리(학)
18,biosphere,[n] the part of the earth's surface and atmosphere where living things exist,2,생물권
18,revive,"[v] to become or make someone or something strong, healthy or active again; [v] to perform an old play again",2,"활기를 되찾다, 회복하다; 재공연하다"
18,vivid,"[adj] producing very clear, powerful images in the mind; [adj] (of colors) very bright",2,"생생한, 선명한"
18,genuine,"[adj] real; exactly what it appears to be, not fake; [adj] sincere and honest",2,"진짜의, 진품의; 진실한, 진심의"
18,gender,[n] the state of being male or female; sex,2,"성, 성별"
18,generalize,[v] to form a general idea or statement from only a few facts or examples; [v] to make something more widely used,2,일반화하다; 보편화하다
18,generic,"[adj] describing or relating to a whole group of things, not one specific thing",2,"포괄적인, 총칭[통칭]의"
18,inspire,[v] to give someone the confidence or desire to do something; [v] to give someone an idea for a creative work,2,"격려하다, 용기를 북돋우다; 영감을 주다"
18,aspire,[v] to have a strong desire to achieve something,2,"열망하다, 바라다"
18,expire,[v] (of a document or agreement) to reach the end of the period when it can be used,2,"(정해진 기간이) 만료되다, 끝나다"
18,terrestrial,[adj] relating to the planet Earth; [adj] relating to or living on land rather than in water,2,지구의; 육지의; 육지에 사는
18,geography,"[n] the study of the earth's surface, countries, climate and people; [n] the physical features of an area",2,지리(학); 지형
18,geometry,"[n] the type of mathematics that deals with lines, angles, shapes and spaces; [n] the shape and structure of something",2,기하학; 기하학적 구조
18,astronomy,"[n] the scientific study of the stars, planets and other objects in space",2,천문학
18,astrology,[n] the study of the positions of the stars and planets in the belief that they affect people's lives,2,"점성술, 점성학"
18,asteroid,[n] one of the many small rocky objects that go around the sun,2,소행성
18,anniversary,[n] a date on which you remember something special that happened on that day in an earlier year,2,(해마다 돌아오는) 기념일
18,millennium,"[n] a period of 1,000 years; [n] the time when one period of 1,000 years ends and another begins",2,천 년; 새 천년이 시작되는 시기
18,chronological,[adj] arranged in the order in which events happened,2,"(여러 사건이) 발생 순서대로 된, 연대순의"
18,synchronize,[v] to happen or move at the same time or speed; to make things do so,2,"동시에 발생하다, 동시에 움직이다"
19,contend,[v] to fight or compete in order to win something; [v] to claim that something is true in an argument,2,싸우다; 겨루다; (언쟁 중에) 주장하다
19,intense,[adj] very great or extreme in strength or degree; [adj] very serious and full of strong feeling,2,"강렬한, 격렬한"
19,abstract,[adj] existing as an idea rather than a physical thing; [n] a short summary of a longer piece of writing,2,"추출하다; 개요, 발췌; 요약하다; 추상(적인)"
19,extract,"[v] to remove or take out something, especially by force or effort; [n] a short passage taken from a book or speech",2,"추출하다, 발췌(하다); 추출물"
19,subtract,[v] to take one number or amount away from another,2,"공제하다, 빼다"
19,enclose,[v] to surround something with a fence or wall; [v] to put something in an envelope together with a letter,2,(울타리 등으로) 둘러싸다; (편지 등에) 동봉하다
19,exclude,[v] to deliberately not include something; to keep someone out,2,"제외하다, 배제하다"
19,induce,[v] to persuade someone to do something; [v] to cause something to happen,2,"유도하다, 설득하다; 유발하다, 일으키다"
19,conduce,[v] to help bring about a good result; to contribute,2,"(좋은 결과로) 이끌다; 공헌하다, 이바지하다"
19,subdue,[v] to defeat people or bring them under control by force; [v] to calm or reduce a strong feeling,2,"진압하다, 정복하다; (감정을) 가라앉히다"
19,repress,[v] to stop yourself from showing or feeling an emotion; [v] to control people by force,2,"(감정을) 참다, 억누르다; 진압하다"
19,suppress,[v] to stop an activity or protest by using force; [v] to prevent a feeling from being expressed,2,"진압하다; (감정을) 억누르다, 억제하다"
19,compress,[v] to press something into a smaller space; to squeeze,2,"압축하다, 꾹 누르다"
19,oppress,"[v] to treat people cruelly and unfairly, and prevent them from having freedom",2,"탄압[억압]하다, 억제하다"
19,dispose,[v] to arrange things or people in a particular way; [v] to make someone likely or willing to do something,2,배치[배열]하다; (~에게) ~의 경향을 갖게 하다
19,impose,"[v] to officially force a rule, tax or punishment on people; [v] to force your opinions on others",2,"(힘든 일을) 부과하다, 지우다; (의견 등을) 강요하다"
19,component,[n] one of the parts that together make up a machine or system,2,"(구성) 요소, 부품"
19,proponent,[n] a person who supports an idea or course of action,2,"지지자, 찬성자"
19,dispel,"[v] to make a feeling or belief, especially a worry, go away",2,"(근심 등을) 없애다, 떨쳐버리다"
19,expel,"[v] to force someone to leave a school, organization or country; [v] to force air or water out of something",2,쫓아내다; 퇴학[추방]시키다; (공기나 물을) 배출하다
19,impel,[v] to push or drive something forward; [v] to make someone feel that they must do something,2,(~을) 밀어내다; 강요하다
19,repel,[v] to drive back an attack or enemy; [v] to keep something away; [v] to make someone feel disgust,2,격퇴하다; 쫓아버리다; 혐오감을 주다
19,propel,[v] to move or push something forward; [v] to force someone into a particular situation,2,나아가게 하다; (어떤 상황으로) 몰고 가다
19,impulse,[n] a sudden strong wish to do something without thinking about it; [n] a force or signal that causes something to happen,2,"충동; 충격, 자극"
19,impending,[adj] (of something bad) about to happen soon,2,"(불쾌한 일이) 임박한, 곧 닥칠"
19,append,[v] to add something to the end of a piece of writing or document,2,"(글에) 덧붙이다, 첨부하다"
19,suspend,[v] to hang something from above; [v] to stop something officially for a period of time; [v] to ban someone from school or work for a time,2,매달다; (일시) 중단하다; 정직[정학]시키다
19,compensate,[v] to pay someone money because they have suffered loss or injury; [v] to make up for something bad or missing,2,"보상하다, 보상금을 주다; 보완[보충]하다"
19,insert,[v] to put something inside something else; [v] to add words or text to a piece of writing,2,(다른 것 속에) 끼우다; (글 속에) 삽입하다
19,assert,[v] to state something firmly and confidently as true,2,"(강하게) 주장하다, 단언하다"
20,accord,[v] to agree with or match something; [n] a formal agreement between countries or groups,2,"부합(하다), 일치(하다); (공식) 합의, 협정"
20,cordial,"[adj] friendly and polite in a warm, sincere way",2,"마음에서 우러난; 다정한, 따뜻한"
20,discord,[n] disagreement or arguing between people; [n] an unpleasant combination of musical notes,2,"불일치, 불화; 불협화음"
20,antipathy,[n] a strong feeling of dislike or hostility,2,"(강한) 반감, 혐오, 악감정"
20,apathy,"[n] a lack of interest, enthusiasm or concern",2,"무관심, 냉담"
20,pathetic,[adj] causing feelings of pity or sadness; [adj] very poor or weak and not effective,2,"불쌍한, 애처로운; 서투른, 형편없는"
20,empathy,[n] the ability to understand and share another person's feelings,2,"감정 이입, 공감"
20,sympathy,[n] support for or agreement with an idea; [n] a feeling of being sorry for someone who is suffering,2,"공감, 동감; 찬성; 동정(심), 연민"
20,sensation,[n] the ability to feel through the senses; [n] a physical feeling; [n] great excitement or interest caused by something,2,"감각; 느낌; 기분; 센세이션, 돌풍"
20,consent,[n] permission or agreement to do something; [v] to give permission for something,2,"동의(하다), 허락(하다)"
20,dissent,[n] strong disagreement with an official opinion; [v] to express a different opinion from others,2,"반대(하다), 반대 의견"
20,resent,[v] to feel angry and bitter about something that you think is unfair,2,"분하게 여기다, 분개하다, 화를 내다"
20,credible,[adj] able to be believed or trusted,2,"믿을 수 있는, 신뢰할 수 있는"
20,avail,[v] to be of use or help in achieving something,2,"도움이 되다, 소용에 닿다; 유용하다"
20,evaluate,"[v] to judge or calculate the quality, importance or value of something",2,평가하다
20,prevail,[v] to be common or widespread in a particular place or time; [v] to win a fight or argument; to succeed,2,만연[유행]하다; 승리하다
20,valid,[adj] legally or officially acceptable; [adj] based on sound reasoning; logical,2,유효한; 타당한; 정당한
20,adequate,[adj] enough in quantity or good enough for a particular need,2,"충분한, 적절한"
20,equation,[n] a mathematical statement that two amounts are equal; [n] the act of treating things as equal,2,"방정식, 등식; 동일시"
20,equivalent,"[adj] equal in value, meaning or effect; [n] something that has the same value or purpose as something else",2,"(가치, 의미 등이) 동등한; (~에) 상응하는 (것)"
20,appraise,"[v] to judge the value, quality or nature of something; [v] to officially decide how much something is worth",2,평가하다; 감정하다; 살피다
20,eject,[v] to force someone to leave a place; [v] to push something out suddenly and with force,2,쫓아내다; 튀어나오게 하다; (연기 등을) 내뿜다
20,inject,[v] to put a drug or liquid into the body with a needle; [v] to add a quality or money to something,2,"주입하다, 주사하다"
